Data Medicao,TEMPERATURA MEDIA; DIARIA (AUT)(Â°C),UMIDADE RELATIVA DO AR; MEDIA DIARIA (AUT)(%),VENTO; VELOCIDADE MEDIA DIARIA (AUT)(m/s),has_Foco
15/08,16.320833,66.291667,6.2625,0
16/08,14.0875,85.75,6.4,0
17/08,15.070833,82.083333,4.354167,0
18/08,16.958333,74.083333,2.020833,0
19/08,18.216667,63.666667,1.258333,0
20/08,18.604167,64.125,1.7166669999999995,0
21/08,18.020833,64.666667,2.145833,0
22/08,18.108333,63.583333,3.054167,0
23/08,18.045833,62.208333,3.520833,0
24/08,16.925,66.083333,3.045833,0
25/08,18.1625,57.666667,3.2125,0
26/08,16.741667,63.375,4.425,0
27/08,16.6125,63.791667,3.55,0
28/08,16.25,70.333333,3.3208330000000004,0
29/08,16.483333,69.583333,2.816667,0
30/08,17.033333,70.0,2.679167,0
31/08,17.320833,62.083333,1.9,0
01/09,17.8625,55.916667,2.291667,0
02/09,17.95,59.833333,2.825,0
03/09,18.9875,55.375,3.104167,0
04/09,18.1125,61.0,2.691667,0
05/09,19.204167,56.416667,3.883333,0
06/09,17.666667,63.791667,6.045833,0
07/09,17.204167,73.041667,5.075,0
08/09,16.341667,80.958333,4.254167,0
09/09,18.2,67.416667,4.041667,0
10/09,18.870833,69.208333,2.308333,0
11/09,18.695833,60.875,2.308333,0
12/09,19.170833,62.541667,2.629167,0
13/09,20.516667,51.826087,2.9375,0
14/09,19.15,55.208333,3.004167,0
15/09,17.95,69.375,3.575,0
16/09,17.7625,68.958333,3.3125,0
17/09,17.833333,55.208333,3.554167,0
18/09,19.275,59.0,2.275,0
19/09,20.1375,60.333333,2.966667,0
20/09,20.1875,55.208333,2.204167,0
21/09,20.333333,50.333333,3.5875,0
22/09,18.770833,56.5,2.504167,0
23/09,19.241667,55.833333,3.679167,0
24/09,16.208333,77.416667,4.545833,0
25/09,17.891667,68.208333,3.529167,0
26/09,19.283333,62.833333,2.416667,0
27/09,20.9,53.791667,2.6375,0
28/09,20.520833,58.083333,2.341667,0
29/09,18.941667,71.541667,2.266667,0
30/09,19.708333,69.166667,1.445833,0
01/10,19.6875,65.416667,3.104167,0
02/10,19.429167,62.583333,3.308333,0
03/10,19.758333,63.083333,2.491667,0
04/10,20.070833,61.875,3.454167,0
05/10,19.65,57.083333,3.541667,0
06/10,19.545833,56.833333,1.8458330000000005,0
07/10,20.7,55.166667,2.841667,0
08/10,20.691667,64.0,3.229167,0
09/10,20.8,49.75,3.554167,0
10/10,20.183333,55.625,3.2,0
11/10,20.3,55.708333,4.125,0
12/10,19.6,58.416667,3.9125,0
13/10,19.816667,59.916667,3.466667,0
14/10,20.329167,54.75,2.641667,0
15/10,20.154167,60.291667,2.604167,1
16/10,19.366667,63.583333,2.8,0
17/10,19.041667,59.25,2.808333,0
18/10,19.816667,52.208333,2.65,0
19/10,21.591667,41.041667,2.416667,0
20/10,24.133333,31.083333000000003,1.7208330000000005,0
21/10,22.941667,48.791667,2.733333,0
22/10,20.208333,73.041667,2.170833,0
23/10,19.291667,80.625,1.954167,0
24/10,20.333333,70.291667,2.7208330000000003,0
25/10,21.066667,56.541667,2.875,0
26/10,21.554167,44.916667,2.475,0
27/10,21.7375,47.916667,2.7875,0
28/10,21.266667,47.791667,3.375,0
29/10,20.241667,54.208333,3.183333,0
30/10,20.920833,49.875,3.108333,1
31/10,21.6375,54.875,2.9125,0
01/11,21.595833,60.666667,2.204167,0
02/11,21.545833,56.125,3.3833330000000004,0
03/11,20.495833,55.541667,2.308333,0
04/11,20.420833,62.083333,2.425,0
05/11,23.329167,47.75,3.3875,0
06/11,23.470833,41.25,2.916667,0
07/11,22.095833,45.666667,2.558333,0
08/11,21.129167,53.625,2.483333,0
09/11,21.5375,49.833333,2.5375,0
10/11,21.845833,47.416667,2.7833330000000003,0
11/11,22.216667,46.416667,2.8208330000000004,0
12/11,22.445833,42.541667,3.604167,0
13/11,21.508333,48.041667,3.4625,0
14/11,22.308333,47.625,2.583333,0
15/11,23.308333,45.5,2.604167,0
16/11,23.6375,45.666667,3.358333,0
17/11,20.720833,72.458333,2.504167,0
18/11,21.5,62.791667,2.3458330000000003,0
19/11,22.0375,54.208333,3.4458330000000004,0
20/11,22.2125,48.458333,3.5708330000000004,1
21/11,20.766667,53.833333,4.125,0
22/11,21.170833,49.291667,2.995833,0
23/11,22.7875,51.291667,2.1583330000000003,0
24/11,24.633333,43.416667,3.791667,0
25/11,19.375,82.708333,1.7375,0
26/11,18.345833,84.333333,2.995833,0
27/11,19.033333,76.583333,3.3208330000000004,0
28/11,20.304167,71.75,2.2875,0
29/11,22.129167,62.125,2.704167,1
30/11,23.254167,50.625,2.0125,0
01/12,23.858333,45.5,2.666667,0
02/12,25.1125,32.541667,2.425,0
03/12,23.995833,44.583333,2.5125,0
04/12,22.516667,49.5,3.3125,0
05/12,22.529167,46.416667,2.7833330000000003,0
06/12,23.725,34.041667,2.833333,0
07/12,25.470833,32.708333,2.9875,0
08/12,24.033333,52.125,3.1,0
09/12,22.241667,51.291667,3.491667,0
10/12,21.783333,46.458333,2.366667,0
11/12,22.291667,51.833333,1.8625,0
12/12,23.270833,48.666667,2.425,0
13/12,22.45,50.708333,2.895833,0
14/12,21.783333,53.416667,4.658333,0
15/12,19.8375,65.541667,4.7625,0
16/12,19.175,70.625,3.654167,0
17/12,20.970833,59.75,2.4625,0
18/12,21.808333,61.916667,2.429167,0
19/12,22.095833,52.333333,3.370833,0
20/12,21.575,51.0,3.479167,0
21/12,22.1125,50.833333,2.829167,0
22/12,22.279167,50.708333,3.2583330000000004,0
23/12,22.029167,51.708333,2.8125,1
24/12,22.495833,49.875,2.433333,0
25/12,22.220833,59.833333,3.216667,0
26/12,21.533333,61.541667,3.4125,0
27/12,20.904167,60.583333,4.183333,0
28/12,20.754167,64.583333,3.641667,0
29/12,20.8,62.583333,3.1375,0
30/12,19.758333,69.916667,1.7958330000000002,0
31/12,19.066667,76.041667,2.458333,0
01/01,19.433333,75.5,2.870833,0
02/01,19.679167,76.958333,2.675,0
03/01,19.866667,77.25,3.1125,0
04/01,21.141667,68.083333,4.4125,0
05/01,19.091667,81.125,3.079167,0
06/01,19.0125,83.166667,2.1333330000000004,0
07/01,21.6375,67.5,1.545833,0
08/01,23.108333,59.833333,2.7,0
09/01,22.270833,57.875,3.104167,0
10/01,20.895833,54.083333,2.4458330000000004,0
11/01,21.4375,55.083333,2.0333330000000003,0
12/01,22.129167,51.875,1.825,0
13/01,22.758333,49.5,2.5333330000000003,0
14/01,23.779167,47.375,2.641667,0
15/01,22.4375,45.708333,2.8375,0
16/01,22.420833,46.916667,2.941667,0
17/01,22.85,56.416667,3.016667,0
18/01,22.820833,52.75,3.1125,0
19/01,22.45,50.583333,3.291667,0
20/01,22.4875,56.083333,2.0875,0
21/01,20.520833,66.125,3.883333,0
22/01,18.8,80.666667,3.429167,0
23/01,18.029167,81.291667,3.808333,0
24/01,17.991667,84.833333,4.45,0
25/01,21.291667,69.375,3.166667,0
26/01,19.6875,76.375,2.229167,0
27/01,20.625,68.291667,2.2208330000000003,0
28/01,20.875,72.458333,1.508333,0
29/01,21.966667,62.125,3.233333,0
30/01,21.116667,61.208333,3.375,0
31/01,20.733333,60.458333,2.6125,0
01/02,21.4125,61.541667,2.316667,0
02/02,21.125,69.291667,2.325,0
03/02,21.85,65.916667,2.354167,0
04/02,20.454167,77.666667,2.0708330000000004,0
05/02,21.3,69.958333,2.620833,0
06/02,20.883333,65.791667,2.229167,0
07/02,20.279167,67.583333,2.0125,0
08/02,19.616667,73.333333,1.8375,0
09/02,20.4375,74.75,2.25,0
10/02,22.2875,61.833333,2.245833,0
11/02,22.483333,60.291667,2.566667,0
12/02,22.325,52.708333,2.6333330000000004,0
13/02,21.970833,53.0,2.341667,0
14/02,22.0125,59.125,2.2375,0
15/02,21.1125,67.25,2.2125,0
16/02,21.8875,57.666667,2.670833,0
17/02,21.683333,53.333333,2.941667,0
18/02,21.0,67.416667,3.466667,0
19/02,20.958333,66.625,2.304167,0
20/02,21.55,61.0,2.529167,0
21/02,22.7875,57.375,2.058333,0
22/02,21.491667,71.25,1.975,0
23/02,22.058333,67.875,1.591667,0
24/02,21.454167,72.875,3.041667,0
25/02,21.820833,68.208333,3.841667,0
26/02,22.791667,53.0,1.904167,0
27/02,23.708333,48.333333,2.3625,0
28/02,22.65,59.625,2.5875,0
29/02,22.479167,56.458333,2.341667,0
01/03,21.766667,59.25,2.4708330000000003,0
02/03,21.591667,61.125,2.225,0
03/03,21.266667,66.541667,2.1583330000000003,0
04/03,21.6625,67.083333,1.958333,0
05/03,20.5,76.916667,2.004167,0
06/03,20.483333,79.375,1.933333,0
07/03,19.883333,81.833333,1.533333,0
08/03,19.6875,83.833333,2.270833,0
09/03,20.0375,82.583333,1.395833,0
10/03,20.078261,82.608696,2.191304,0
11/03,19.529167,85.0,2.2208330000000003,0
12/03,19.5,81.5,2.270833,0
13/03,19.120833,78.916667,2.0958330000000003,0
14/03,19.395833,72.083333,3.670833,0
15/03,18.970833,75.625,3.754167,0
16/03,19.829167,68.583333,2.495833,0
17/03,20.741667,66.75,1.675,0
18/03,21.458333,65.791667,2.104167,0
19/03,21.416667,66.166667,1.833333,0
20/03,21.291667,73.291667,2.558333,0
21/03,19.983333,77.875,3.691667,0
22/03,21.308333,68.958333,3.1958330000000004,0
23/03,19.5625,82.875,1.954167,0
24/03,18.820833,82.375,2.6958330000000004,0
25/03,18.445833,82.375,1.975,0
26/03,18.516667,84.0,2.179167,0
27/03,19.929167,72.208333,3.25,0
28/03,19.65,73.916667,4.316667,0
29/03,20.1875,70.625,5.529167,0
30/03,20.041667,66.5,4.545833,0
31/03,20.1375,70.75,3.7375,0
01/04,20.629167,70.791667,2.983333,0
02/04,20.733333,66.875,2.5375,0
03/04,22.141667,55.791667,1.829167,0
04/04,23.020833,56.375,2.358333,0
05/04,23.295833,61.458333,2.229167,0
06/04,21.291667,78.416667,2.7875,0
07/04,21.3,75.125,1.55,0
08/04,21.5875,71.916667,2.020833,0
09/04,20.925,76.0,2.454167,0
10/04,20.245833,79.583333,1.4375,0
11/04,20.070833,82.25,1.416667,0
12/04,19.804167,78.958333,1.591667,0
13/04,18.975,86.5,4.2125,0
14/04,19.3375,82.125,3.2833330000000003,0
15/04,19.233333,82.791667,1.420833,0
16/04,19.833333,80.541667,1.420833,0
17/04,20.379167,71.833333,2.683333,0
18/04,18.695833,85.708333,2.116667,0
19/04,17.795833,86.75,4.7125,0
20/04,17.745832999999994,87.375,4.3,0
21/04,18.4,83.208333,2.629167,0
22/04,19.695833,78.208333,2.558333,0
23/04,19.416667,73.416667,2.579167,0
24/04,18.875,67.875,4.175,0
25/04,17.954167,69.083333,5.079167,0
26/04,18.4125,76.291667,5.429167,0
27/04,17.675,69.625,4.5833330000000005,0
28/04,16.229167,80.5,4.579167,0
29/04,16.854167,77.541667,3.95,0
30/04,17.941667000000006,78.833333,2.004167,0
01/05,19.620833,70.916667,1.133333,0
02/05,19.9125,67.291667,1.929167,0
03/05,20.166667,68.416667,1.858333,0
04/05,19.7,69.791667,2.191667,0
05/05,18.683333,75.708333,1.725,0
06/05,18.9125,76.458333,1.254167,0
07/05,20.116667,71.833333,1.516667,0
08/05,19.533333,79.75,1.920833,0
09/05,15.420832999999998,89.083333,4.75,0
10/05,15.5125,79.458333,4.404167,0
11/05,16.091667,84.083333,4.295833,0
12/05,17.8125,83.291667,3.254167,0
13/05,18.466667,79.0,2.545833,0
14/05,19.175,75.916667,1.441667,0
15/05,19.820833,71.166667,1.516667,0
16/05,19.508333,74.75,1.5375,0
17/05,18.3375,81.75,1.920833,0
18/05,18.35,85.208333,2.3875,0
19/05,17.070833,84.916667,5.179167,0
20/05,16.3875,81.041667,6.0625,0
21/05,16.258333,85.583333,4.8875,0
22/05,17.783333,83.333333,2.975,0
23/05,18.916667,75.833333,1.854167,0
24/05,19.7375,71.125,2.045833,0
25/05,19.516667,74.083333,2.066667,0
26/05,19.683333,75.916667,2.829167,0
27/05,20.6,70.291667,2.204167,0
28/05,19.275,74.375,2.55,0
29/05,16.283333,68.75,4.366667,0
30/05,15.558333,76.833333,2.875,0
31/05,17.041667,70.5,1.55,0
01/06,18.629167,70.291667,1.1375,0
02/06,18.920833,75.666667,1.7166669999999995,0
03/06,18.716667,79.916667,1.6375,0
04/06,18.0875,84.625,3.745833,0
05/06,17.654167,77.166667,3.9,0
06/06,17.675,73.916667,3.6875,0
07/06,17.6375,74.25,3.191667,0
08/06,17.741667,74.75,2.558333,0
09/06,17.5125,70.541667,2.0875,0
10/06,18.4125,70.416667,1.833333,0
11/06,18.5125,66.916667,1.708333,0
12/06,18.145833,63.75,2.2208330000000003,0
13/06,18.0875,65.25,2.2375,0
14/06,17.416667,68.375,4.120833,0
15/06,16.170833,79.166667,4.908333,0
16/06,16.066667000000002,83.625,5.9625,0
17/06,15.729167000000002,83.041667,6.629167,0
18/06,15.1375,82.208333,5.0875,0
19/06,17.429167,73.041667,3.658333,0
20/06,16.395833,78.541667,4.108333,0
21/06,15.966667,69.708333,4.058333,0
22/06,16.166667,85.458333,4.275,0
23/06,16.045833,85.583333,4.3125,0
24/06,15.358332999999998,67.416667,3.1875,0
25/06,15.8625,83.208333,3.116667,0
26/06,17.008333,67.291667,3.5083330000000004,0
27/06,17.0875,71.75,1.866667,0
28/06,17.25,66.875,2.279167,0
29/06,16.083333,70.0,5.570833,0
30/06,17.054167,79.25,2.829167,0
01/07,18.025,71.958333,1.991667,0
02/07,18.7,64.541667,2.15,0
03/07,18.366667,62.083333,2.0625,0
04/07,17.45,65.625,3.541667,0
05/07,16.854167,71.625,4.3375,0
06/07,16.229167,72.083333,3.216667,0
07/07,15.866667,74.875,2.875,0
08/07,15.108332999999998,79.416667,2.029167,0
09/07,16.9625,82.333333,2.0,0
10/07,15.904167,84.458333,2.266667,0
11/07,16.020833,66.333333,3.1875,0
12/07,17.170833,65.291667,2.325,0
13/07,17.308332999999998,66.25,1.304167,0
14/07,17.8875,63.625,1.7125,0
15/07,17.8625,65.291667,2.6958330000000004,0
16/07,16.0625,67.541667,3.629167,0
17/07,15.779167,79.708333,3.858333,0
18/07,14.875,79.708333,3.920833,0
19/07,14.329167000000002,80.041667,5.4375,0
20/07,15.4875,75.041667,4.308333,0
21/07,15.954167000000002,80.958333,3.4083330000000003,0
22/07,16.3375,66.416667,3.1958330000000004,0
23/07,15.925,72.75,2.870833,0
24/07,16.45,77.25,4.016667,0
25/07,15.3,68.625,4.4583330000000005,0
26/07,16.258333,76.208333,5.0,0
27/07,15.8375,87.208333,4.029167,0
28/07,16.3125,69.25,4.408333,0
29/07,16.383333,71.416667,3.241667,0
30/07,15.7875,62.0,3.2375,0
31/07,15.020832999999998,76.041667,5.158333,0
01/08,15.5625,67.458333,5.3625,0
02/08,15.4625,64.625,4.508333,0
03/08,15.079167000000002,67.5,5.654167,0
04/08,14.958332999999998,68.875,5.633333,0
05/08,13.820833,77.333333,6.8333330000000005,0
06/08,13.508333,85.208333,6.066667,0
07/08,14.983332999999998,76.5,5.0833330000000005,0
08/08,14.045832999999998,85.291667,4.183333,0
09/08,15.220833,75.958333,3.6375,0
10/08,16.25,67.958333,3.0333330000000003,0
11/08,16.570833,67.75,2.4708330000000003,0
12/08,16.083333,70.958333,2.175,0
13/08,16.091667,77.5,3.141667,0
14/08,16.541667,77.958333,2.879167,0
15/08,17.020833,68.583333,2.0625,0
16/08,18.333333,66.375,1.333333,0
17/08,17.804167,69.041667,1.729167,0
18/08,16.9875,71.666667,2.5125,0
19/08,16.891667,71.5,2.4458330000000004,0
20/08,18.208333,68.25,2.166667,0
21/08,18.904167,61.75,2.3375,0
22/08,18.795833,64.666667,2.825,0
23/08,17.554167,73.291667,3.3,0
24/08,18.058333,67.875,2.7625,0
25/08,17.2875,68.5,2.491667,0
26/08,16.7625,53.791667,2.733333,0
27/08,17.195833,48.208333,3.675,0
28/08,17.208333,61.041667,3.120833,0
29/08,17.170833,61.041667,2.3625,0
30/08,18.8,62.666667,2.120833,0
31/08,18.475,57.041667,3.216667,0
01/09,17.3625,63.583333,4.758333,0
02/09,15.983332999999998,70.708333,5.175,0
03/09,15.766667000000002,73.25,4.175,0
04/09,17.141667,70.25,3.5375,0
05/09,16.633333,71.666667,3.7375,0
06/09,17.058332999999998,70.0,3.4375,0
07/09,18.475,64.541667,2.9083330000000003,0
08/09,18.245833,63.833333,2.625,0
09/09,16.845833,67.041667,2.808333,0
10/09,18.183333,63.833333,2.6875,0
11/09,17.825,54.75,3.775,0
12/09,17.495832999999998,59.25,5.375,0
13/09,16.920833,73.833333,5.1125,0
14/09,16.6375,69.208333,4.120833,0
15/09,17.7875,63.416667,3.270833,0
16/09,17.0375,76.916667,3.4,0
17/09,18.054167,65.083333,1.929167,0
18/09,18.970833,51.541667,2.395833,0
19/09,20.429167,49.458333,2.733333,0
20/09,19.3,53.75,2.341667,0
21/09,19.304167,57.5,2.516667,0
22/09,20.416667,61.125,2.208333,0
23/09,19.825,65.833333,2.7875,0
24/09,18.566667,68.958333,3.8,0
25/09,18.429167,62.166667,4.741667,0
26/09,19.095833,56.208333,3.245833,0
27/09,19.754167,57.25,1.854167,0
28/09,21.920833,42.291667,2.0875,0
29/09,21.366667,47.791667,2.745833,0
30/09,20.283333,55.333333,4.154167,0
01/10,20.008333,57.208333,3.633333,0
02/10,20.2375,54.166667,2.745833,0
03/10,20.2625,47.083333,2.725,0
04/10,20.945833,47.041667,2.7,0
05/10,20.008333,56.875,3.608333,0
06/10,20.229167,56.541667,3.0333330000000003,1
07/10,22.795833,37.333333,2.8,0
08/10,24.216667,30.041667,3.2625,0
09/10,23.945833,33.125,2.8875,0
10/10,23.479167,42.875,4.133333,1
11/10,21.570833,63.0,1.933333,0
12/10,19.1625,74.416667,2.275,0
13/10,19.816667,67.375,2.375,0
14/10,20.1375,51.0,2.1333330000000004,0
15/10,21.633333,41.5,2.766667,0
16/10,22.558333,38.416667,2.733333,0
17/10,19.9,60.541667,2.9708330000000003,0
18/10,19.829167,68.458333,3.404167,0
19/10,19.766667,68.791667,2.729167,0
20/10,19.658333,72.125,2.8458330000000003,0
21/10,20.683333,56.083333,1.995833,0
22/10,20.341667,57.333333,2.7833330000000003,0
23/10,19.808333,68.041667,2.579167,0
24/10,20.029167,57.458333,2.3833330000000004,0
25/10,20.833333,65.708333,3.2,0
26/10,20.354167,75.708333,3.775,0
27/10,20.6,75.5,3.4708330000000003,0
28/10,19.604167,77.541667,2.391667,0
29/10,19.204167,83.833333,1.6125,0
30/10,19.658333,73.75,1.608333,0
31/10,19.870833,73.375,2.404167,0
01/11,19.2875,78.5,2.604167,0
02/11,17.654167,87.125,2.808333,0
03/11,17.916667,85.291667,1.775,0
04/11,17.541667,88.0,1.854167,0
05/11,18.7625,83.208333,1.079167,0
06/11,18.458333,87.666667,0.966667,0
07/11,20.308333,68.833333,2.3833330000000004,0
08/11,20.108333,66.416667,3.0,0
09/11,20.091667,60.25,3.0125,0
10/11,19.829167,58.208333,2.120833,0
11/11,19.191667,64.041667,2.4,0
12/11,19.954167,59.0,2.1333330000000004,0
13/11,20.270833,62.833333,2.354167,0
14/11,21.2625,61.125,2.308333,0
15/11,20.3375,68.041667,1.925,0
16/11,19.9,73.166667,1.975,0
17/11,19.308333,78.25,1.8458330000000005,0
18/11,19.804167,78.291667,2.016667,0
19/11,19.366667,79.916667,2.541667,0
20/11,20.308333,74.958333,3.766667,0
21/11,19.3375,83.375,2.4625,0
22/11,19.145833,81.791667,1.833333,0
23/11,19.316667,65.0,3.166667,0
24/11,18.433333,70.5,3.7625,0
25/11,16.966667,79.916667,4.7083330000000005,0
26/11,17.0375,79.416667,3.916667,0
27/11,17.875,78.166667,3.291667,0
28/11,17.858333,72.625,4.475,0
29/11,17.8875,68.166667,4.8125,0
30/11,18.7875,67.458333,2.575,0
01/12,20.379167,63.375,2.054167,0
02/12,20.641667,64.958333,2.029167,0
03/12,19.508333,73.666667,2.254167,0
04/12,20.866667,69.291667,2.35,0
05/12,20.966667,70.5,2.333333,0
06/12,20.195833,67.75,2.545833,0
07/12,19.029167,73.125,2.4375,0
08/12,19.695833,69.375,2.591667,0
09/12,19.883333,66.166667,2.483333,0
10/12,20.1375,66.0,2.483333,0
11/12,20.654167,62.166667,2.516667,0
12/12,19.929167,56.708333,2.5875,0
13/12,20.379167,54.166667,1.9,0
14/12,20.616667,56.708333,2.2375,0
15/12,20.529167,56.875,2.4458330000000004,0
16/12,20.416667,59.958333,2.379167,0
17/12,20.304167,63.208333,1.7833330000000005,0
18/12,20.625,64.666667,1.708333,0
19/12,21.095833,70.208333,1.808333,0
20/12,20.645833,72.583333,2.7125,0
21/12,20.6125,67.708333,2.279167,0
22/12,21.125,56.791667,2.004167,0
23/12,20.820833,55.666667,2.6625,0
24/12,20.058333,57.125,2.395833,0
25/12,20.241667,56.125,1.95,0
26/12,20.420833,59.5,2.733333,0
27/12,20.525,54.583333,3.675,0
28/12,19.225,64.5,2.6958330000000004,0
29/12,19.725,61.125,2.9083330000000003,0
30/12,20.420833,52.916667,2.733333,0
31/12,21.229167,54.875,1.7041669999999998,0
